sa2_code,sa2_name,state_name,remoteness,remoteness_score,analysis_year,sa4_name,gccsa_name,coping_capacity,adaptive_capacity,andri,social_character,economic_capital,planning_build_environment,emergency_services,information_access,govt_leadership,community_social_engagement,community_capital,andri_quartile,coping_capacity_quartile,adaptive_capacity_quartile,lga_names
312021350,Ooralea - Bakers Creek,QLD,Inner regional,2,2024,Mackay,Rest of Qld,0.6215,0.5125,0.6000,0.6088,0.7491,0.6516,0.4305,0.5966,0.5238,0.5397,0.4458,M50,MC,MA,Mackay
309071552,Ormeau (East) - Stapylton,QLD,Metropolitan,1,2024,Gold Coast,Rest of Qld,0.6274,0.6477,0.6996,0.5112,0.7592,0.7293,0.3940,0.6066,0.6696,0.5901,0.4895,M50,MC,HA,Gold Coast
309071553,Ormeau (West) - Yatala,QLD,Metropolitan,1,2024,Gold Coast,Rest of Qld,0.6645,0.6535,0.7235,0.6251,0.8221,0.7607,0.3940,0.6066,0.6730,0.5965,0.4596,H75,HC,HA,Gold Coast
301021008,Ormiston,QLD,Metropolitan,1,2024,Brisbane - East,Greater Brisbane,0.7061,0.6293,0.7291,0.6096,0.8673,0.5984,0.3762,0.5997,0.5619,0.7174,0.6641,H75,HC,MA,Redland
309071256,Oxenford - Maudsland,QLD,Metropolitan,1,2024,Gold Coast,Rest of Qld,0.6342,0.5897,0.6617,0.5693,0.7414,0.7096,0.3946,0.6066,0.6386,0.5215,0.5006,M50,MC,MA,Gold Coast
310011275,Oxley (Qld),QLD,Metropolitan,1,2024,Ipswich,Greater Brisbane,0.6561,0.5663,0.6567,0.5017,0.7201,0.5201,0.4545,0.6180,0.6211,0.5013,0.6875,M50,MC,MA,Brisbane
309061249,Pacific Pines - Gaven,QLD,Metropolitan,1,2024,Gold Coast,Rest of Qld,0.6196,0.5490,0.6250,0.5043,0.6839,0.8902,0.3953,0.6066,0.6379,0.4394,0.4571,M50,MC,MA,Gold Coast
305041135,Paddington - Milton,QLD,Metropolitan,1,2024,Brisbane Inner City,Greater Brisbane,0.6125,0.7553,0.7687,0.6153,0.6987,0.3051,0.4673,0.6180,0.7540,0.6703,0.7495,H75,MC,HA,Brisbane
303051074,Pallara - Willawong,QLD,Metropolitan,1,2024,Brisbane - South,Greater Brisbane,0.5419,0.6226,0.6385,0.5077,0.6539,0.7477,0.4166,0.6180,0.7621,0.3876,0.3115,M50,MC,MA,Brisbane
309021234,Palm Beach,QLD,Metropolitan,1,2024,Gold Coast,Rest of Qld,0.5232,0.6427,0.6439,0.5840,0.7417,0.2082,0.4076,0.6066,0.6914,0.5454,0.6041,M50,MC,MA,Gold Coast
318011466,Palm Island,QLD,Remote,4,2024,Townsville,Rest of Qld,0.1232,0.1427,0.1283,0.2180,0.2008,0.4496,0.4158,0.0213,0.1342,0.3114,0.0643,L25,LC,LA,Palm Island
316061444,Palmwoods,QLD,Metropolitan,1,2024,Sunshine Coast,Rest of Qld,0.7075,0.6911,0.7740,0.6898,0.8006,0.6133,0.4223,0.5994,0.6526,0.7033,0.6352,H75,HC,HA,Sunshine Coast
309031239,Paradise Point - Hollywell,QLD,Metropolitan,1,2024,Gold Coast,Rest of Qld,0.6112,0.6658,0.7041,0.6324,0.7869,0.4135,0.3992,0.6066,0.6846,0.6027,0.5366,M50,MC,HA,Gold Coast
308031214,Park Avenue,QLD,Inner regional,2,2024,Fitzroy,Rest of Qld,0.4927,0.4682,0.5050,0.4105,0.7200,0.2443,0.4531,0.5935,0.5145,0.4634,0.5257,L25,MC,LA,Rockhampton
308031215,Parkhurst - Kawana,QLD,Inner regional,2,2024,Fitzroy,Rest of Qld,0.5575,0.4405,0.5162,0.4686,0.7192,0.3958,0.4523,0.5935,0.5208,0.3969,0.4894,L25,MC,LA,Rockhampton
303051075,Parkinson - Drewvale,QLD,Metropolitan,1,2024,Brisbane - South,Greater Brisbane,0.6591,0.5584,0.6527,0.4647,0.7436,0.8492,0.4179,0.6180,0.6343,0.4647,0.5284,M50,MC,MA,Brisbane
309091265,Parkwood,QLD,Metropolitan,1,2024,Gold Coast,Rest of Qld,0.7010,0.5749,0.6874,0.5121,0.7443,1.0000,0.4163,0.6066,0.6957,0.3997,0.5782,M50,HC,MA,Gold Coast
316021423,Parrearra - Warana,QLD,Metropolitan,1,2024,Sunshine Coast,Rest of Qld,0.6824,0.6338,0.7192,0.5503,0.7933,0.5786,0.4402,0.5994,0.5841,0.6934,0.6388,H75,HC,MA,Sunshine Coast
316051543,Peregian Beach - Marcus Beach,QLD,Metropolitan,1,2024,Sunshine Coast,Rest of Qld,0.6478,0.6791,0.7328,0.6929,0.8006,0.4144,0.4314,0.5957,0.6811,0.6348,0.6064,H75,MC,HA,Noosa
316051544,Peregian Springs,QLD,Metropolitan,1,2024,Sunshine Coast,Rest of Qld,0.5730,0.5916,0.6317,0.5319,0.5805,0.7533,0.4316,0.5994,0.5795,0.6161,0.4410,M50,MC,MA,Sunshine Coast
314031393,Petrie,QLD,Metropolitan,1,2024,Moreton Bay - South,Greater Brisbane,0.6037,0.5357,0.6073,0.5945,0.7805,0.3789,0.3585,0.6039,0.5511,0.5460,0.6508,M50,MC,MA,Moreton Bay
319041518,Pialba - Eli Waters,QLD,Inner regional,2,2024,Wide Bay,Rest of Qld,0.4703,0.4170,0.4581,0.2732,0.5968,0.5855,0.4443,0.5520,0.4171,0.4999,0.4635,L25,LC,LA,Fraser Coast
309071554,Pimpama - North,QLD,Metropolitan,1,2024,Gold Coast,Rest of Qld,0.4665,0.5825,0.5746,0.4487,0.5554,0.5375,0.3937,0.6066,0.6972,0.4130,0.3281,M50,LC,MA,Gold Coast
309071555,Pimpama - South,QLD,Metropolitan,1,2024,Gold Coast,Rest of Qld,0.3087,0.6229,0.5371,0.3387,0.3342,0.2532,0.3937,0.6066,0.6657,0.5463,0.2881,M50,LC,MA,Gold Coast
304021091,Pinjarra Hills - Pullenvale,QLD,Metropolitan,1,2024,Brisbane - West,Greater Brisbane,0.7312,0.8707,0.9157,0.7941,0.8679,0.7770,0.2370,0.6180,0.7255,0.9424,0.6911,H75,HC,HA,Brisbane
312021351,Pioneer Valley,QLD,Outer regional,3,2024,Mackay,Rest of Qld,0.4132,0.6013,0.5644,0.7309,0.6254,0.4515,0.4354,0.1283,0.6614,0.5092,0.3786,M50,LC,MA,Mackay
307021182,Pittsworth,QLD,Inner regional,2,2024,Darling Downs - Maranoa,Rest of Qld,0.4754,0.4986,0.5187,0.6408,0.5908,0.3528,0.3553,0.5966,0.5108,0.5306,0.3638,L25,MC,MA,Toowoomba
319041519,Point Vernon,QLD,Inner regional,2,2024,Wide Bay,Rest of Qld,0.3812,0.4375,0.4338,0.3439,0.5243,0.2065,0.4426,0.5520,0.4526,0.4909,0.4730,L25,LC,LA,Fraser Coast
306041165,Port Douglas,QLD,Outer regional,3,2024,Cairns,Rest of Qld,0.4954,0.4603,0.5006,0.6164,0.5279,0.6816,0.3961,0.5499,0.5651,0.3701,0.3253,L25,MC,LA,Douglas
312031361,Proserpine,QLD,Outer regional,3,2024,Mackay,Rest of Qld,0.4988,0.5202,0.5449,0.6842,0.7698,0.5333,0.4358,0.1193,0.5760,0.4770,0.4804,M50,MC,MA,Whitsunday
310031293,Raceview,QLD,Metropolitan,1,2024,Ipswich,Greater Brisbane,0.5500,0.4444,0.5153,0.4836,0.7339,0.7163,0.4595,0.6058,0.5040,0.4300,0.2790,L25,MC,LA,Ipswich
317011455,Rangeville,QLD,Inner regional,2,2024,Toowoomba,Rest of Qld,0.5583,0.7217,0.7174,0.5016,0.6998,0.5211,0.4573,0.5966,0.6599,0.7526,0.4049,H75,MC,HA,Toowoomba
310041302,Redbank Plains,QLD,Metropolitan,1,2024,Ipswich,Greater Brisbane,0.3502,0.4109,0.4022,0.2363,0.4606,0.7301,0.4411,0.6058,0.5631,0.2695,0.1228,L25,LC,LA,Ipswich
313051379,Redcliffe,QLD,Metropolitan,1,2024,Moreton Bay - North,Greater Brisbane,0.4926,0.3537,0.4231,0.3551,0.6778,0.2578,0.4352,0.6039,0.4606,0.3057,0.6389,L25,MC,LA,Moreton Bay
305041136,Red Hill (Qld),QLD,Metropolitan,1,2024,Brisbane Inner City,Greater Brisbane,0.6469,0.7618,0.7913,0.6108,0.6865,0.3712,0.4673,0.6180,0.7903,0.6238,0.8103,H75,MC,HA,Brisbane
301021009,Redland Bay,QLD,Metropolitan,1,2024,Brisbane - East,Greater Brisbane,0.6291,0.5971,0.6644,0.6662,0.7063,0.6193,0.3739,0.5997,0.5846,0.6194,0.5462,M50,MC,MA,Redland
306011141,Redlynch,QLD,Outer regional,3,2024,Cairns,Rest of Qld,0.5611,0.5965,0.6294,0.6122,0.7413,0.7151,0.4514,0.5949,0.5760,0.6311,0.2550,M50,MC,MA,Cairns
309051245,Reedy Creek - Andrews,QLD,Metropolitan,1,2024,Gold Coast,Rest of Qld,0.6604,0.5590,0.6538,0.5858,0.7361,0.8702,0.3972,0.6066,0.5599,0.5800,0.4949,M50,MC,MA,Gold Coast
311031319,Regents Park - Heritage Park,QLD,Metropolitan,1,2024,Logan - Beaudesert,Greater Brisbane,0.5797,0.4329,0.5218,0.4345,0.7598,0.8544,0.4120,0.5997,0.4851,0.4344,0.3532,M50,MC,LA,Logan
310031294,Ripley,QLD,Metropolitan,1,2024,Ipswich,Greater Brisbane,0.3749,0.4597,0.4471,0.5346,0.4535,0.5651,0.4570,0.6058,0.5561,0.3828,0.0476,L25,LC,LA,Ipswich
304011083,Riverhills,QLD,Metropolitan,1,2024,Brisbane - West,Greater Brisbane,0.5581,0.5418,0.5888,0.5932,0.8306,0.3226,0.2379,0.6180,0.5389,0.5764,0.6639,M50,MC,MA,Brisbane
310031295,Riverview,QLD,Metropolitan,1,2024,Ipswich,Greater Brisbane,0.3215,0.3210,0.3265,0.1255,0.6504,0.3819,0.4564,0.6058,0.4673,0.2261,0.2008,L25,LC,LA,Ipswich
303041069,Robertson,QLD,Metropolitan,1,2024,Brisbane - South,Greater Brisbane,0.5767,0.7078,0.7165,0.3518,0.7430,0.5063,0.4423,0.6180,0.7703,0.5483,0.5354,H75,MC,HA,Brisbane
309081559,Robina - East,QLD,Metropolitan,1,2024,Gold Coast,Rest of Qld,0.6889,0.5697,0.6769,0.4961,0.7741,0.8859,0.4121,0.6066,0.6534,0.4574,0.5830,M50,HC,MA,Gold Coast
309081560,Robina - West,QLD,Metropolitan,1,2024,Gold Coast,Rest of Qld,0.5806,0.5602,0.6131,0.3724,0.6763,0.6817,0.4157,0.6066,0.6494,0.4441,0.5304,M50,MC,MA,Gold Coast
303031064,Rochedale - Burbank,QLD,Metropolitan,1,2024,Brisbane - South,Greater Brisbane,0.6046,0.7321,0.7480,0.4959,0.7378,0.7532,0.4338,0.6180,0.8031,0.5425,0.3969,H75,MC,HA,Brisbane
311061332,Rochedale South - Priestdale,QLD,Metropolitan,1,2024,Logan - Beaudesert,Greater Brisbane,0.5715,0.5589,0.6077,0.5814,0.7179,0.4002,0.4387,0.5997,0.6010,0.5174,0.4756,M50,MC,MA,Logan
308031217,Rockhampton City,QLD,Inner regional,2,2024,Fitzroy,Rest of Qld,0.4575,0.4215,0.4556,0.3164,0.6966,0.2708,0.4538,0.5935,0.5425,0.3241,0.4659,L25,LC,LA,Rockhampton
308031218,Rockhampton Surrounds - East,QLD,Inner regional,2,2024,Fitzroy,Rest of Qld,0.6279,0.5899,0.6586,0.8689,0.6933,0.4691,0.4454,0.5941,0.6179,0.5542,0.4824,M50,MC,MA,Livingstone
308031219,Rockhampton Surrounds - North,QLD,Outer regional,3,2024,Fitzroy,Rest of Qld,0.5382,0.5869,0.6113,0.8487,0.7519,0.6148,0.4473,0.1268,0.6315,0.5269,0.4765,M50,MC,MA,Livingstone
308031220,Rockhampton Surrounds - West,QLD,Inner regional,2,2024,Fitzroy,Rest of Qld,0.5067,0.6198,0.6198,0.9796,0.6214,0.1917,0.4468,0.5409,0.6323,0.5923,0.5023,M50,MC,MA,Rockhampton
308031216,Rockhampton - West,QLD,Inner regional,2,2024,Fitzroy,Rest of Qld,0.4656,0.5550,0.5545,0.4829,0.6674,0.1658,0.4547,0.5935,0.5631,0.5671,0.5670,M50,LC,MA,Rockhampton
303051076,Rocklea - Acacia Ridge,QLD,Metropolitan,1,2024,Brisbane - South,Greater Brisbane,0.5211,0.5094,0.5478,0.2861,0.7408,0.3910,0.4169,0.6180,0.7286,0.2061,0.5668,M50,MC,MA,Brisbane
307011176,Roma,QLD,Outer regional,3,2024,Darling Downs - Maranoa,Rest of Qld,0.5863,0.4496,0.5370,0.5756,0.6960,0.5529,0.3918,0.5687,0.4854,0.4683,0.5295,M50,MC,LA,Maranoa
307011177,Roma Surrounds,QLD,Remote,4,2024,Darling Downs - Maranoa,Rest of Qld,0.4559,0.4901,0.5038,0.8766,0.4583,0.5664,0.3883,0.1116,0.5400,0.4700,0.5814,L25,LC,MA,Maranoa
310021282,Rosewood,QLD,Metropolitan,1,2024,Ipswich,Greater Brisbane,0.4821,0.4604,0.4945,0.6396,0.7535,0.3454,0.4232,0.6058,0.5166,0.4442,0.2473,L25,MC,LA,Ipswich
313051380,Rothwell - Kippa-Ring,QLD,Metropolitan,1,2024,Moreton Bay - North,Greater Brisbane,0.5735,0.4023,0.4968,0.3227,0.7132,0.5855,0.4336,0.6039,0.4853,0.3707,0.5925,L25,MC,LA,Moreton Bay
309031240,Runaway Bay,QLD,Metropolitan,1,2024,Gold Coast,Rest of Qld,0.6367,0.6242,0.6877,0.4601,0.8251,0.5587,0.4000,0.6066,0.6385,0.5914,0.5869,M50,MC,MA,Gold Coast
303061078,Runcorn,QLD,Metropolitan,1,2024,Brisbane - South,Greater Brisbane,0.5992,0.4802,0.5654,0.3831,0.6972,0.6559,0.4237,0.6180,0.6670,0.2484,0.5527,M50,MC,MA,Brisbane
303041070,Salisbury - Nathan,QLD,Metropolitan,1,2024,Brisbane - South,Greater Brisbane,0.6731,0.6190,0.7035,0.5480,0.8581,0.3766,0.4406,0.6180,0.7095,0.4678,0.7609,M50,HC,MA,Brisbane
314011387,Samford Valley,QLD,Metropolitan,1,2024,Moreton Bay - South,Greater Brisbane,0.7203,0.7643,0.8335,0.8585,0.9039,0.5865,0.3475,0.6039,0.6218,0.8938,0.5768,H75,HC,HA,Moreton Bay
302041044,Sandgate - Shorncliffe,QLD,Metropolitan,1,2024,Brisbane - North,Greater Brisbane,0.6422,0.5951,0.6698,0.5975,0.8165,0.2842,0.4389,0.6180,0.6513,0.5126,0.8198,M50,MC,MA,Brisbane
312021352,Sarina,QLD,Outer regional,3,2024,Mackay,Rest of Qld,0.4818,0.5418,0.5525,0.6530,0.6727,0.6376,0.4397,0.1770,0.6072,0.4729,0.4455,M50,MC,MA,Mackay
313051575,Scarborough - Newport,QLD,Metropolitan,1,2024,Moreton Bay - North,Greater Brisbane,0.6141,0.5172,0.5995,0.5683,0.6966,0.4595,0.4346,0.6039,0.5434,0.5202,0.5968,M50,MC,MA,Moreton Bay
312021353,Seaforth - Calen,QLD,Outer regional,3,2024,Mackay,Rest of Qld,0.5014,0.5898,0.5958,0.8494,0.7572,0.4255,0.4358,0.1511,0.6450,0.5116,0.4831,M50,MC,MA,Mackay
304011084,Seventeen Mile Rocks - Sinnamon Park,QLD,Metropolitan,1,2024,Brisbane - West,Greater Brisbane,0.7244,0.7402,0.8186,0.5942,0.8979,0.8451,0.2396,0.6180,0.7176,0.6989,0.7323,H75,HC,HA,Brisbane
311051327,Shailer Park,QLD,Metropolitan,1,2024,Logan - Beaudesert,Greater Brisbane,0.6666,0.5836,0.6747,0.6371,0.8628,0.6321,0.4449,0.5997,0.5739,0.6084,0.4384,M50,HC,MA,Logan
301021011,Sheldon - Mount Cotton,QLD,Metropolitan,1,2024,Brisbane - East,Greater Brisbane,0.6564,0.6647,0.7272,0.7620,0.8391,0.4677,0.3743,0.5997,0.5683,0.7779,0.5628,H75,MC,HA,Redland
304031095,Sherwood,QLD,Metropolitan,1,2024,Brisbane - West,Greater Brisbane,0.5383,0.7572,0.7330,0.5424,0.7693,0.3122,0.2416,0.6180,0.7478,0.6843,0.7298,H75,MC,HA,Brisbane
312021354,Shoal Point - Bucasia,QLD,Inner regional,2,2024,Mackay,Rest of Qld,0.5930,0.5598,0.6191,0.6343,0.6769,0.6293,0.4288,0.5966,0.6050,0.5131,0.4219,M50,MC,MA,Mackay
316011416,Sippy Downs,QLD,Metropolitan,1,2024,Sunshine Coast,Rest of Qld,0.6200,0.5918,0.6558,0.4174,0.6529,0.6955,0.4341,0.5994,0.6162,0.5606,0.6712,M50,MC,MA,Sunshine Coast
311061333,Slacks Creek,QLD,Metropolitan,1,2024,Logan - Beaudesert,Greater Brisbane,0.4706,0.5067,0.5223,0.2627,0.7464,0.4308,0.4395,0.5997,0.6619,0.3130,0.3853,M50,LC,MA,Logan
312021355,Slade Point,QLD,Inner regional,2,2024,Mackay,Rest of Qld,0.5843,0.4854,0.5616,0.4762,0.8027,0.4199,0.4293,0.5966,0.5296,0.4759,0.5010,M50,MC,MA,Mackay
305011110,South Brisbane,QLD,Metropolitan,1,2024,Brisbane Inner City,Greater Brisbane,0.4220,0.5944,0.5633,0.3459,0.4979,0.2178,0.4729,0.6180,0.7483,0.3526,0.5565,M50,LC,MA,Brisbane
307031185,Southern Downs - East,QLD,Inner regional,2,2024,Darling Downs - Maranoa,Rest of Qld,0.3605,0.5255,0.4882,0.7540,0.5762,0.3674,0.3869,0.0955,0.5294,0.5577,0.3468,L25,LC,MA,Southern Downs
307031186,Southern Downs - West,QLD,Inner regional,2,2024,Darling Downs - Maranoa,Rest of Qld,0.4367,0.5235,0.5191,0.6748,0.5190,0.3308,0.3805,0.5434,0.5319,0.5501,0.3483,L25,LC,MA,Southern Downs; Toowoomba
301021551,Southern Moreton Bay Islands,QLD,Inner regional,2,2024,Brisbane - East,Greater Brisbane,0.3669,0.4086,0.4073,0.2979,0.5280,0.1780,0.3463,0.5997,0.5618,0.2665,0.5459,L25,LC,LA,Redland
312021356,South Mackay,QLD,Inner regional,2,2024,Mackay,Rest of Qld,0.5700,0.4656,0.5403,0.4702,0.7694,0.3707,0.4312,0.5966,0.5516,0.4018,0.5381,M50,MC,LA,Mackay
309091540,Southport - North,QLD,Metropolitan,1,2024,Gold Coast,Rest of Qld,0.3963,0.5687,0.5339,0.2450,0.4856,0.2754,0.4211,0.6066,0.6387,0.4787,0.5439,M50,LC,MA,Gold Coast
309091541,Southport - South,QLD,Metropolitan,1,2024,Gold Coast,Rest of Qld,0.5109,0.6423,0.6378,0.3430,0.6398,0.3652,0.4211,0.6066,0.7303,0.4814,0.5662,M50,MC,MA,Gold Coast
318021488,South Townsville - Railway Estate,QLD,Outer regional,3,2024,Townsville,Rest of Qld,0.5748,0.5664,0.6146,0.5463,0.7677,0.5255,0.4717,0.5966,0.6502,0.4557,0.3621,M50,MC,MA,Townsville
310041303,Springfield,QLD,Metropolitan,1,2024,Ipswich,Greater Brisbane,0.5215,0.4359,0.4955,0.4626,0.7373,0.8036,0.4414,0.6058,0.4689,0.4642,0.1889,L25,MC,LA,Ipswich
310041304,Springfield Lakes,QLD,Metropolitan,1,2024,Ipswich,Greater Brisbane,0.4190,0.4431,0.4540,0.4537,0.5201,0.7521,0.4408,0.6058,0.5260,0.3943,0.1008,L25,LC,LA,Ipswich
305011111,Spring Hill,QLD,Metropolitan,1,2024,Brisbane Inner City,Greater Brisbane,0.5509,0.6385,0.6543,0.4358,0.5671,0.3975,0.4773,0.6180,0.7687,0.4093,0.6468,M50,MC,MA,Brisbane
311061334,Springwood,QLD,Metropolitan,1,2024,Logan - Beaudesert,Greater Brisbane,0.5949,0.4817,0.5642,0.4970,0.8435,0.4449,0.4392,0.5997,0.5178,0.4858,0.4617,M50,MC,MA,Logan
302021032,Stafford,QLD,Metropolitan,1,2024,Brisbane - North,Greater Brisbane,0.5555,0.5816,0.6159,0.5304,0.7183,0.2327,0.4557,0.6180,0.7181,0.3765,0.6972,M50,MC,MA,Brisbane
302021033,Stafford Heights,QLD,Metropolitan,1,2024,Brisbane - North,Greater Brisbane,0.5701,0.6061,0.6406,0.5845,0.7205,0.2185,0.4573,0.6180,0.6553,0.5285,0.7497,M50,MC,MA,Brisbane
307031187,Stanthorpe,QLD,Outer regional,3,2024,Darling Downs - Maranoa,Rest of Qld,0.4721,0.4244,0.4642,0.3923,0.6603,0.5004,0.4022,0.5420,0.4735,0.4340,0.3747,L25,LC,LA,Southern Downs
307031188,Stanthorpe Surrounds,QLD,Inner regional,2,2024,Darling Downs - Maranoa,Rest of Qld,0.3686,0.5053,0.4771,0.7273,0.5858,0.4569,0.3989,0.0955,0.5362,0.5068,0.3113,L25,LC,MA,Southern Downs
304031096,St Lucia,QLD,Metropolitan,1,2024,Brisbane - West,Greater Brisbane,0.4556,0.6436,0.6133,0.3951,0.5712,0.3139,0.2423,0.6180,0.6500,0.6125,0.7027,M50,LC,MA,Brisbane
314031394,Strathpine - Brendale,QLD,Metropolitan,1,2024,Moreton Bay - South,Greater Brisbane,0.5597,0.5045,0.5629,0.4030,0.7604,0.4213,0.3602,0.6039,0.5975,0.4114,0.5928,M50,MC,MA,Moreton Bay
303061079,Sunnybank,QLD,Metropolitan,1,2024,Brisbane - South,Greater Brisbane,0.5147,0.5230,0.5544,0.2882,0.6497,0.4946,0.4257,0.6180,0.6825,0.3132,0.5246,M50,MC,MA,Brisbane
303061080,Sunnybank Hills,QLD,Metropolitan,1,2024,Brisbane - South,Greater Brisbane,0.5980,0.5175,0.5914,0.3530,0.7131,0.6994,0.4237,0.6180,0.7137,0.2490,0.5477,M50,MC,MA,Brisbane
316051437,Sunshine Beach,QLD,Metropolitan,1,2024,Sunshine Coast,Rest of Qld,0.6740,0.6681,0.7391,0.6516,0.7792,0.6159,0.4323,0.5957,0.7263,0.5405,0.5643,H75,HC,HA,Noosa
309101561,Surfers Paradise - North,QLD,Metropolitan,1,2024,Gold Coast,Rest of Qld,0.4302,0.6619,0.6151,0.4180,0.6248,0.1935,0.4086,0.6066,0.6750,0.6101,0.4714,M50,LC,HA,Gold Coast
309101562,Surfers Paradise - South,QLD,Metropolitan,1,2024,Gold Coast,Rest of Qld,0.4354,0.6610,0.6167,0.3968,0.5744,0.2344,0.4092,0.6066,0.6707,0.6151,0.4844,M50,LC,HA,Gold Coast
319011501,Svensson Heights - Norville,QLD,Inner regional,2,2024,Wide Bay,Rest of Qld,0.4804,0.4281,0.4707,0.3327,0.6752,0.3248,0.4411,0.5580,0.4983,0.4050,0.5505,L25,MC,LA,Bundaberg
315011400,Tablelands,QLD,Remote,4,2024,Queensland - Outback,Rest of Qld,0.4184,0.3105,0.3590,0.6871,0.5508,0.6080,0.4466,0.0922,0.4752,0.1914,0.3837,L25,LC,LA,Mareeba
302041045,Taigum - Fitzgibbon,QLD,Metropolitan,1,2024,Brisbane - North,Greater Brisbane,0.5751,0.5158,0.5787,0.3634,0.6013,0.6178,0.4398,0.6180,0.6309,0.3822,0.6257,M50,MC,MA,Brisbane
309041242,Tamborine - Canungra,QLD,Metropolitan,1,2024,Gold Coast,Rest of Qld,0.5250,0.6435,0.6454,0.7316,0.8216,0.5143,0.3943,0.1257,0.6505,0.6116,0.5430,M50,MC,MA,Scenic Rim
307011178,Tara,QLD,Outer regional,3,2024,Darling Downs - Maranoa,Rest of Qld,0.2880,0.3920,0.3641,0.5280,0.3808,0.4895,0.3861,0.1116,0.5007,0.3261,0.2801,L25,LC,LA,Western Downs; Goondiwindi
304031097,Taringa,QLD,Metropolitan,1,2024,Brisbane - West,Greater Brisbane,0.4963,0.6751,0.6543,0.4725,0.5853,0.3661,0.2427,0.6180,0.7439,0.5257,0.7425,M50,MC,HA,Brisbane
303041071,Tarragindi,QLD,Metropolitan,1,2024,Brisbane - South,Greater Brisbane,0.5831,0.8049,0.7891,0.6824,0.8024,0.1799,0.4411,0.6180,0.7456,0.7821,0.7145,H75,MC,HA,Brisbane
308051538,Telina - Toolooa,QLD,Inner regional,2,2024,Fitzroy,Rest of Qld,0.5723,0.4210,0.5096,0.5136,0.6247,0.6533,0.4435,0.5949,0.4505,0.4603,0.4547,L25,MC,LA,Gladstone
316051438,Tewantin,QLD,Metropolitan,1,2024,Sunshine Coast,Rest of Qld,0.6334,0.6247,0.6863,0.4589,0.7384,0.5352,0.4337,0.5957,0.6592,0.5602,0.6721,M50,MC,MA,Noosa
304041103,The Gap,QLD,Metropolitan,1,2024,Brisbane - West,Greater Brisbane,0.6384,0.7768,0.7976,0.6872,0.7956,0.5201,0.2407,0.6180,0.6794,0.8309,0.7318,H75,MC,HA,Brisbane
314011386,The Hills District,QLD,Metropolitan,1,2024,Moreton Bay - South,Greater Brisbane,0.6427,0.6274,0.6932,0.7101,0.8083,0.4069,0.3541,0.6039,0.5402,0.7453,0.6726,M50,MC,MA,Moreton Bay
308031222,The Range - Allenstown,QLD,Inner regional,2,2024,Fitzroy,Rest of Qld,0.5119,0.5465,0.5699,0.4816,0.6740,0.2530,0.4554,0.5935,0.5360,0.5903,0.5835,M50,MC,MA,Rockhampton
301011005,Thorneside,QLD,Metropolitan,1,2024,Brisbane - East,Greater Brisbane,0.5342,0.4266,0.4948,0.5855,0.7553,0.2375,0.3654,0.5997,0.5035,0.3939,0.6444,L25,MC,LA,Redland
301021012,Thornlands,QLD,Metropolitan,1,2024,Brisbane - East,Greater Brisbane,0.5857,0.6038,0.6468,0.6188,0.6760,0.4906,0.3762,0.5997,0.5603,0.6690,0.5372,M50,MC,MA,Redland
319051526,Tinana,QLD,Inner regional,2,2024,Wide Bay,Rest of Qld,0.6332,0.4325,0.5489,0.5559,0.7810,0.6641,0.4367,0.5520,0.4283,0.5155,0.5257,M50,MC,LA,Fraser Coast
301031018,Tingalpa,QLD,Metropolitan,1,2024,Brisbane - East,Greater Brisbane,0.6819,0.6488,0.7296,0.5949,0.9039,0.4575,0.3673,0.6180,0.6997,0.5444,0.6747,H75,HC,HA,Brisbane
305041137,Toowong,QLD,Metropolitan,1,2024,Brisbane Inner City,Greater Brisbane,0.5692,0.6890,0.6994,0.4913,0.6580,0.2998,0.4680,0.6180,0.7611,0.5254,0.7261,M50,MC,HA,Brisbane
317011456,Toowoomba - Central,QLD,Inner regional,2,2024,Toowoomba,Rest of Qld,0.4671,0.5883,0.5790,0.3895,0.7084,0.2894,0.4573,0.5966,0.6311,0.5304,0.3827,M50,LC,MA,Toowoomba
317011457,Toowoomba - East,QLD,Inner regional,2,2024,Toowoomba,Rest of Qld,0.5318,0.7309,0.7111,0.5848,0.7210,0.3334,0.4582,0.5966,0.6582,0.7734,0.4106,H75,MC,HA,Toowoomba
317011458,Toowoomba - West,QLD,Inner regional,2,2024,Toowoomba,Rest of Qld,0.5571,0.6660,0.6770,0.5368,0.7384,0.6166,0.4541,0.5966,0.6757,0.6173,0.3204,M50,MC,HA,Toowoomba
319041520,Torquay - Scarness - Kawungan,QLD,Inner regional,2,2024,Wide Bay,Rest of Qld,0.4539,0.3968,0.4363,0.2737,0.5949,0.4391,0.4438,0.5520,0.4392,0.4269,0.4941,L25,LC,LA,Fraser Coast
315011401,Torres,QLD,Very remote,5,2024,Queensland - Outback,Rest of Qld,0.2617,0.3234,0.3053,0.4799,0.3522,0.4225,0.4594,0.0621,0.4537,0.2518,0.2391,L25,LC,LA,Torres
315011402,Torres Strait Islands,QLD,Very remote,5,2024,Queensland - Outback,Rest of Qld,0.1816,0.2590,0.2307,0.3413,0.1753,0.4398,0.4456,0.0237,0.3857,0.2149,0.1802,L25,LC,LA,Torres Strait Island
318021490,Townsville City - North Ward,QLD,Outer regional,3,2024,Townsville,Rest of Qld,0.5650,0.6094,0.6404,0.5780,0.6924,0.5521,0.4713,0.5966,0.6094,0.6064,0.3727,M50,MC,MA,Townsville
